Sentiments,Reviews
Positive,Ordered this for my pet parrot as certain temperature has to be maintained. The chip is doing its task very good. Delivery was fast and nicely packaged.
Positive,"The product is fine. Seller was quick, haven't tried the product yet but expectations are high. Seller should offer adapter as well in the package"
Negative,fake item. i returned but reply is drop on daraz shop. if i would have bought from bazar. waste of money. what benefit of home delivery now i am running after them
Negative,at first I just used a 12v adapter it just seemed good but when I connected output as described in the images of the product it doesn't worked
Neutral,good product all is good work perfectly but sensor has shot wire
Positive,very well product thank you soo much bhi god bless you fast service and accurate value...
Positive,seller is very good as he sent same thing as he showed in picture. it is working perfectly
Positive,I ordered 2 and received both in perfect condition. Reasonable price. Recommended seller.
Positive,i really appreciate yours service I'm thankful to you for delivering my product on time
Negative,"i ordered this second time and it wasnot working as the last time ,dont buy its fraud"
Positive,The product is good I recommend to buy it It can be used for brooders and incubators
Positive,Very Good product. Properly working. Sensor is very sensitive. Recommended seller
Positive,Mini size butt working excellent
Negative,Very Bad Product it's timer not work . Timers Light Off .Don't Show any display.
Positive,"I did not use yet, but looks quality product, standard packed, received safely."
Positive,Packing was good and shipped quickly. It came in a sealed pack. Not tested yet
Positive,i received A1 quality it works great and delivered at time but it have no case
Positive,"A+ quality 🙂 happy and satisfied, working good, I want to buy one more 😇👍"
Positive,The best in quality and rate.Will be easy to use if manual is available.
Neutral,thermostat is new but adopter is used adopter wire is damaged and used
Positive,Same to same temperature miter and good quality quick sarvis.
Positive,"received my product working well , satisfied with price 260"
Positive,Well packed. Delivered as expected. Working perfectly fine.
Positive,"used in incubator and worked perfectly, highly recommended"
Positive,fast delivery and quality is very very good
Positive,perfectly work and perfectly delivered. I am satisfied
Positive,High quality product measuremnt is pretty accurate.
Positive,the product was absooutely good and in good packing
Positive,this product is very nice i received easily thanks
Positive,"Amazing product, I use in Australian birds cage."
Positive,it works properly...i am happy with this product
Positive,works fine but asked for 2 instead received 1.
Positive,same product as a seen in pic...thnkx daraz...
Neutral,working good but the sensor wire is too short
Positive,I am satisfied with this product. It good ok
Positive,great work same as described thank full
Positive,It was a good product i purchased and used
Positive,A good quality product in very good price
Positive,good device working properly thanks a lot.
Positive,nice product in a very responsible price.
Positive,Nice and perfect working. Fast delivery
Positive,best thing i use for car in ac system...
Positive,Good product should buy fair price also
Neutral,Not checked yet. Hope it will wirk fine
Positive,product is best and also seller is best
Positive,Very nice thermostat and good shipping
Positive,very good working i like it very much
Positive,good quality with reasonable price
Positive,Good product in a reasonable price
Positive,Items received as described thanks
Positive,Working perfectly very good product
Neutral,Great gadget but how to power it?
Positive,works properly nice in quality...
Positive,Good quality works perfectly fine
Positive,Happy to see this
Positive,so good same as shown in picture
Positive,"It's really great work, good item"
Positive,Good Quality and Working great 👍
Positive,Same as described. 100% working
Positive,v good experience thanks a lot
Positive,fabulous Ahmad Ali From Skardu
Positive,working fine and long lasting.
Positive,perfectly working loved it.
Positive,A 1 product and working well
Positive,Good quality thanks daraz.
Positive,these is very good producct
Positive,nice quality on good price
Positive,best product in this price
Positive,Good Results as required
Positive,fully satisfied. thanks
Positive,Satisfied..... Good item
Positive,best product and seller
Positive,good recommendation 👍
Positive,amazing like always :)
Positive,All ok. I'm satisfied.
Positive,it is of good quality
Positive,very good experience
Positive,Very good qualities
Neutral,"received in proper packing,operative manual should also be included.otherwise wastage of time on net,bcz on net all are not qualified."
Neutral,I was disappointed beacuse power supplu is not avaiable in that parsal and we have to buy it seprately for 200 rupees😥 Otherwise everything is good
Neutral,Ok
Neutral,Relay stopped working just worked for 10 mins and then now only tells temp but not controlling the bulb
Negative,not working
Negative,Showed something else and sent something else.
Positive,"very fast delivery, probably the best purchase on Daraz"
Positive,quick delivery
Positive,deliver within two days
Positive,Amazing product
Negative,"Product is fine, but delivered in compromised condition. The shell was broken. 👎🏻"
Negative,"I was received this product in average packaging. Before apply this tharmal paste on my 8 years old laptop showing temperature 55-65 °C. After applying, now it's showing temperature 70-90 °C."
Negative,"ordered two, received only one"
Negative,extremely poor quality. Very watery and will not stay on the CPU
Negative,when i apply it on my processor first 2 drops of water burst out it made feel like its third class paste. then i apply it again to test it and unfortunately its still there my pc temp is 95°-100°. dont know what to do. and it took 9 days to deliver this piece of junk.
Negative,I had very bad results with this thermal paste.
Negative,Poor quality
Negative,Very poor thermal conductivity.
Negative,not effective
Negative,"not as advertised, in fact it became defected, after installing the graphic card it started showing lines on the screen and the performance of the game is very poor. I have filed the return"
Negative,"I trusted the seller, will give 5 stars to card. However, the seller LIED to m3 that he will send a DVI cable. It is almost 2 weeks now and the cable never arrived. I texted him almost everyday and he said it will arrive today and now its 2 weeks. This is Pakistan's people who destroyed their own country jxt for small gains - they'll try to impress u with their ""professional service behavior"" but just for their underlying interest.. SUCH A SHAME"
Negative,Don’t buy it waste of money u barely get 30 fps on gta and can’t even play Fortnite and rocket league waste of money
Negative,Fake Useless Product.. Not Working On My PC 🤕🤕
Negative,very poor quality used material
Neutral,Nice. packing was good running minecraft but low fps and csgo but pubg is getting pubg and free fire getting freeze
Neutral,It i o product it can make your GTA 5 easy to play and less laggy but it can't run smooth games like apex . Fortnite. God of war 4 .or other even on lowest settings
Neutral,Just Satisfactory Not too. good Performance as expected
Neutral,okkkkkkkkkkkkkkkkkkkkkkkkkkkkk
Neutral,ok gaming card
Negative,it's does not work very bad experience on daraz
Negative,"Not recommended, 1 month and it died"
Negative,Very bad saler order 2 ram and receive only one ram pice
Negative,Showed dark blue colour in the ad and sent black color. edges are cut too roughly that make no sense. too thin to make it useless. non sense product
Negative,Poor Product. I wouldn't take it for free as the quality is so poor. And it doesn't fulfills the purpose of wrist support. Its wrist support just useless.
Negative,"The quality is very poor. The rubber on its base was broken, other price got cracked after just few days. The cloth gone separate within just few days.. Not recommended"
Negative,Pathetic experience as usual. Foam quality under wrist is not good at all. Even quality of that stuff does not capable of 1 star rating. 95 sellers out of 100 are fake on Daraz.
Negative,Perhaps the worst purchase on Daraz so far. Very disappointing. I returned these.
Negative,Received but quality is very cheap. Not satisfied.
Negative,Not recommend. Wrist place is pathetic
Negative,"Very poor quality, never buy"
Negative,Inferior quality product.
Negative,wrist support is a joke
Negative,very poor quality
Negative,WORST QUALITY
Neutral,"Delivered as promised on next day. I ordered 3 mouse pads, out of 3, only one has better wrist pad quality, other two mouse pads have very low quality of wrist pads."
Neutral,it was shown as thick in the picture but not in the delivered product
Neutral,Normal Product. Finishing is not that fine but expected as per the price.
Neutral,"Product size is fine ,but it smells horrible like burning rubber smell"
Neutral,"overall better in this price. But after 1 week, the fabric have started tgoo come off as you can see in the picture."
Neutral,good product! does it's job but the edges were so rough. it doesn't look neat at all
Neutral,The material seems like it's made of cloth. Its OK but not the best of quality
Neutral,you get what you pay for . not the best of the quality
Neutral,"Very low quality mouse pad, not worth the money"
Neutral,"nice product, surface should be more thick"
Neutral,"Very thin mousepad, no foaming underneath."
Neutral,Not the best quality but works
Neutral,Normal as per price just ok
Neutral,"its fine, not so good"
Neutral,just fine
Negative,this one isn't 3200 but only 1600 dpi. very low quality plastic material. no side buttons but working . Even scrolling wheel on top does not work
Negative,following issues i faced: 1. on daraz it is mentioned 3200dpi but actual is 1600dpi. 2. scroll wheel isn't working.. 3. this mouse is not working on table but only on a mouse pad. 4. very bad build quality. 5. i tried refund but due to only 3 days of return policy i couldn't ship it totally useless item
Negative,donot work on any hard surface like table quality is just satisfactory As the speed of cursor moving on screen is lagging most of the time which made me difficult to use this device
Negative,Fake product i need my cash back please take your product back
Negative,total scrap
Negative,as per you this is gaming mouse but it is simple optical mouse with LED lights. This is not fair. you should change its name. Gaming mouse is different from optical mouse. I think the matter should go to consumer court.
Negative,this product is very much bad in quality and product material is too much rubbish. don't any one order. it's scam and very bad product. it's a bloody trap at the name of mouse...it is not original product as i saw and ordered..
Negative,"Totally trash, just worked one day and second day... I ordered three of these and first mouse scroll wheel doesn't works, second buttons doesn't works and third mouse is totally useless because buttons work but it doesn't moves"
Negative,The mouse rgb is working but not the mouse it self very poor mouse which is very disappointing for me.😫😫😫😫😫☹️☹️☹️☹️
Negative,Fake product. Its a really cheap Rs.88 mouse with only 1200dpi. Not 3200 dpi as mentioned in ad
Negative,"very bad quality, this product doesn't worth a single penny."
Negative,very low quality product . only good thing is lights
Negative,Picture is doubtful it has wire
Negative,its too small for gaming
Negative,onemouse is not working
Negative,dont try this
Neutral,it's not 3200 DPI (as mentioned in the title and description). it's 1200 dpi only material is cheap plastic but its okay under this price. don't lure customer using fake descriptions. shopping on daraz was really nice experience. delivered within 3days.
Neutral,It is good quality for price. Would recommnd but i ordered black and got white Furthermore there are many scratchs on the mouse it self
Neutral,quality of mouse is very very low in plastic form totally but lights are fine
Neutral,Received this mouse within a week overall good enough but it is 2400dpi not 3200dpi. Seller mentioned it is 3200dpi
Neutral,nice product but not same i expected
Neutral,First of all this is not a gaming mice u can say a RGB mouse but not a gaming as it doesn't have side buttons nd not a dpi button as mentioned in box anyway i loved the mouse nd also it is charming nd easy to controll 3stars for not having more buttons.
Neutral,Gri is not too good and in description you wrote that this is a gaming mouse but this isn't a gaming mouse
Neutral,"considering the price it's what you'd expect , light weight cheap plastic.its a bit rough to use wouldn't recommend it if you have the budget to afford a better gaming mouse."
Neutral,It was not a bad mouse. Its not a gaming mouse its just a regular mouse. I like the cool design of it but it inly lasted a couple months.
Neutral,Decent build quality but wire is low quality. i think its okay in this price tag
Neutral,the brand name is leishe but you sent me other
Neutral,laye delivery but mouse was godd and working
Neutral,the mouse wire is small for my pc 😟
Neutral,it is okay but not what I expected
Negative,not satisfied only red colour works .... mouse not work
Negative,"cheapest quality, not recommended."
Negative,It is very bad.It was good at first but it's wire broked and then the light also stoped working within a month.It is a waste of money....not recommended
Negative,"at this price i cant really complain much, ive had a pretty good experince with these type of mice in the past but this one just keeps on spinning all across the screen all by itself. and the scroll wheel also gets stuck after a full rotation."
Negative,Mouse Quality is very low. Just seem aesthetically pleasing. But on quality side very pathetic
Negative,that isnot big and that is not perfect and this mouse have problem right key ianot working
Negative,"disappointed it doesn't work lags a lot, won't buy again."
Negative,RIGHT CLICK NOT WORKING. very disappointed!!!!
Negative,One left button is broken and cannot even work
Negative,Cheap quality mouse and my mouse is broken
Negative,Not Working
Neutral,it os a good product but idk i am kinda having problems with it now it disconnects automatically
Neutral,reviewing this after 2 months of use** the mouse has a good grip but the RGB lights are not bright they are almost not viewable if the room has any light turned on. according to it's price it's a good mouse.
Neutral,"works fine, but product quality is not too good"
Neutral,"Ima be honest, the box was literally vandalized and crushed lmao so as a matter of fact whenever I order it typically happens I have no clue whats happeing in the warehouse so precisely it was a late delivery REALLY late not far than typical delivery and it had sensor issue's rgb is just fine its poor that I can't change colors, after I tried to fix the sensor it was a success repair so yeah its working fine now and it kinda matches with my mechanical keyboard, I actually setted the rgb under my keyboard its mechanical so I used keycap puller, its blue switches you can get it, thanks."
Neutral,"Pros: - good aesthetics / nice looks - good price - all buttons function correctly + 2400 dpi - packaging was good too from sellers side cons: - feels like cheap plastic build when I hold it - no button for dpi or RGB control - wire length is too small for me, hardly 1 metre. It won't reach to the back of my PC, I have to buy additional USB extender wire for this. overall 3/5, I guess it's good for this price point. If wire length isn't an issue for you then go for it 100%"
Neutral,product is same shown and light are good but the stuff used is making of it is very cheap and fragile.
Neutral,"very very light weight and low material, nothing extra ordinary there is one bulb that is only changing is colour, such a low material that you can see the whole board inside from mouse scroll"
Neutral,Its works does everything what a normal mouse does but it does need some rubber grooves and adjustments because it hovers everywhere if it is not a flat surface
Neutral,Build quality is not good. and i order 3 mouses one got expired within 2days.
Neutral,Ok fine quality is not poor and mouse waight v.low Satisfied 70%
Neutral,"Not overly impressed. Given it’s price, it was all right."
Neutral,Not given as shown in picture
Negative,Extremely Disappointed.It was my 1st experience with Daraz. thank God i have not ordered any smartphone which i was planning to buy. the item is completely different.
Negative,very bad experience. very bad quality plastic. its weight is mximum 5-6 grams.
Negative,"not satisfied with the mouse it was low quality plastic, the scroll button gave away very soon. wouldn't recommend for this price. cursor speed was good."
Negative,Totally rubbish product very light weight and not very smooth to use at all totally waste of money I will suggest everything to buy logistic mouse with very little addition in your budget and you will get a very handy product that will lasts more then six months never again 😡😡
Negative,Very bad It’s has such a small wire like the seller it’s is not worth
Negative,waste of money. easily available in less then half of price.
Negative,very bad cant even drag click to 2 cps total scam
Negative,not recommendable
Negative,hated
Neutral,Works but quality not satisfactory for the price. It should be around 250 Rs. Very light weight and have childish blinking light mode. No side extra.
Neutral,"As a regular mouse with RGB lights its okay.. V.Cheap look and build quality.. when i recd it button were stuck to each other like they have just been out of a plastic cutter, rough finish and cheap quality..."
Neutral,Packing was not good at all come little bit late But mouse is working well
Neutral,After month it started delaying in games
Neutral,Plastic
Negative,"worst experience ever the same product can be bought at much lower price box was damaged, wire also damaged near the earset side"
Negative,Headphone is of very bad quality. Actually they are worst if you are buying them for gaming.
Negative,low-end quality I recommend please do not waste your money
Negative,Very bad quality never going to buy again
Negative,Very poor quality voice
Negative,Cheap plastic used
Neutral,Perfect quality headset very good mic but if you want it to connect with console then they are not good because you have to connect the connecter because these headsets are made for PC and your voice will Lag with consoles.
Neutral,"Delivered within time. Well packaged. Voice quality was also good, was good for gaming but lasted only 2 months. The point of wire's connection with headphone is causing trouble :("
Neutral,After 2months it's not working
Neutral,Nice headphone in this range also good for gaming 😌 The product was deleiverd in its time 🖤 Thanks daraz i always trust you 🖤❣
Neutral,It is very good quality but the thing that connects to ps4 control is not working and it is only working in pc
Neutral,it was very good but the only problem was that the wire came out of the socket which later caused a big problem of audio but over all a pretty good head set but when the audio completely disappeared it was a sad moment
Neutral,"sound quality is not good ,base is unpleasant but it fits the ears nicely and are comfortable in this price range"
Neutral,the product quality was good just mic was not working so I returned. The seller behaviour was also very bad 😠😡
Neutral,All is good a very good quality headphones But the delivery is very Late Thank You
Neutral,it's a good headphone but its very uncomfy for gaming for long periods
Neutral,They are good but kind of overpriced and also not so much comfortable
Neutral,ear cushions were broken
Neutral,Hard on ears!
Neutral,Average
Negative,what is the point of a back lit keyboard if you cant even see the keys?? the keys are opaque and and painted with white on top. keyboard quality not bad but completely loses the purpose I ordered it for.
Negative,"Terrible not worth the price at all, keys don’t work properly when multiple pressed together, worst thing I’ve ever bought from Daraz. Anyone looking to buy this product shouldn’t ever buy from Daraz."
Negative,it has been 8 months since using this jeyboard and few of its keys stopped working only after six months and now its really hard to complete my tasks with this keyboard so i would recommend not to buy this keyboard .
Negative,Worst experience. Keyboard buttons are not working after 15 days. It has 1 year warranty card inside. I talked to the seller and Daraz. I can’t claim return for this product. I will not go with this product next time. Such an expensive and I have to putted into trash. Waste of money and time.
Negative,c and 3 key stopped working after 3 months of use. 8 million key strokes was the life
Negative,Totally useless item. NO BACKLIT DONT TRUST THIS BUYER
Negative,Key board forst ketter stopped working after half an hour os the usage.
Neutral,Rating it neutral because the product was slightly damaged. FANTECH has better models if you are ready to pay 1k more
Neutral,High Price Available at Other Platforms In Cheap Price Gaming Experience Is Not Good very Hard to press Keys
Neutral,Pros Great key and RGB Cons Build quality is cheaper an less than expected at this price but it decent
Neutral,left shift key is very hard to press.i thought it will get loose after some time but it did not .otherwise okay
Neutral,keys not backlit which is the whole point of RGB keyboard disappointed
Neutral,"It was over all good but ,Yes nice but button doesn't glow"
Neutral,same as shown. well piece. but typing is not much soft.
Neutral,good keyboard not best
Negative,so bad quality mouse pad dont buy
Negative,I received it broken
Negative,Bad experience
Negative,"this is how i got your product, broken"
Negative,worst headphone anyone can ever buy quality is so bad that i tried to return it broken but they rejected my return request saying the product is fine if that is the quality of fine one i am speachless
Negative,"Didn't last even for a month and half, one of the support for the earpiece broke in half! Disappointed."
Negative,can't write anything bad because this will reject the review to hide something bad
Negative,cheep plastic broken down after 1 month. sound quality is also very bad.
Negative,not even worth 1k didn't even last 3 months regular use
Neutral,It came in good quality but i was thinking that it will be full rgb
Neutral,"Really good considering the price range.After using it for 6 something months,the sound quality is still at its finest.Clear sound detection not so good for music but really crispy for gaming.Only downside is that the vertical adjustible rod for ears is made out of poor material and mine has cracks after using it for 6 something months.Other than that its a good low budget headset."
Neutral,very nice headphones but they were opened before... delivered before time. Best headset in this price range
Neutral,"Package handling is good , however the guy is not stick to safety measure like not wearing mask and gloves ... therefore make sanitises the packages first ... A caution ! Therefore lost value able stars in ratings"
Neutral,satisfactory! had it for 6 months did not have a single problem nice seller
Neutral,The qality is good. sound is also good. though shipping was late.
Neutral,its really good but broke from the side after few days
Neutral,"So I've been using this for a while now. Here is my review: Buy if you want to use with PC. Wouldn't recommend if you want for Mobile. Wouldn't recommend if you want to PS4. The packing is good, build quality is good. I think they're optimized for PC. Their not very heavy and are actually soft. my main issues was high sound. I feel like sound was less which was a bit underwhelming but still they're overall a good product. Especially for this range."
Negative,it's a white smelly thick paste..I haven't applied it yet I'm pretty sure that thermal paste doesn't looks like this
Negative,waste of money.
Neutral,wasn't the best
Neutral,Small quantity and doesn’t really stick or hold.
Neutral,Too much small box
Neutral,a little oily.
Negative,They Said It Will Work On PS4 But It Doesn’t And It does Not Even Work On Other Things!!!!!!!
Negative,200% Useless Product Cons 1.Produce Noise 2.Poor Buit Quality 3.Mic Not Stay Conected Unconected automatically
Negative,Sound coming in only one Ear
Negative,The seller lied about the product function (see the answer). The mic doesnt work!!. i have tried 3 working handsfrees on it. Please send me an adapter which works or i will be returning this product.
Negative,"Creates a obnoxious sound for every type of headphones you connect to it.Dont buy this ,complete piece of garbage. Ps... Got a refund and got to keep the item but still dont buy this ,go for a good sound adapter such as of ugreen or other reputable brand it will be costly but it gets the job done right."
Negative,faulty piece delivered (muffled sound output no matter whichever earphones you try) (checked on two different laptops with different earphones) and product seems used already as color from the back was little faded. my first bad experience from Daraz.
Negative,Poor product ..Tried it on several devices to make sure there wasn't any issue with them and it didn't work on any of them ..
Negative,the package was little bit of smashed and the USB cover pops out everytime I pull it out
Negative,mic port not working only button disable the port which already not picking up mic
Negative,bad quality very much buffering in mic and speaker port both heart breaking💔💔
Negative,Faulty Product. You Should have Checked that Before Sending That Product.
Negative,its sound quality is really bad and it can bearly hear my mic dont buy it
Negative,Poor Quality ! does'nt work out for me | wasted my money !
Negative,I haven’t received it and it says delivered. Damn it.
Negative,Dont buy it its totally fake product not working
Negative,faulty adapter 😞 mic port doesn't working.
Negative,Audio quality is so bad. Don't buy this.
Negative,The worst thing I ever bought
Negative,a little problem
Negative,doesn't work
Negative,product box was teared when I received it. product was physically good but bad quality of sound for headphones and mic just like old radio sound quality.
Negative,not good
Neutral,Okay-ish quality. Volume and sound quality is low. Bought it for regular usage but the quality isn't worth it. Only good for emergency purposes. Works on PC and PS4 both
Neutral,Average product. Good service 👍.
Neutral,Been using it for a few months. It get's the job done but there's still a hiss on my BM 800 microphone and the audio output on it is bad as well. Would only recommend for last resort use since the price is cheap.
Neutral,Late delivery. and the packaging was worst ...The product was faulty when i connected my BM 800 it continously Gave beeeeeep sound and could not recors without it my pc was giving clear and hetter sound ....it was my first worst experience on daraz ...useless i am returning it
Neutral,it does not reduce noise and does not solve mic issue otherwise worked similarly to sound card already installed
Neutral,The product was good but price is a bit higher recommend to buy from offline market
Neutral,Not satisfied about the quality for the price but it gets the job done ..
Negative,"when i connect with call or in-game mic it just get disconnected and never transfer sounds to headphones, couldn't use in-game mic for streaming and use with OBS. Useless"
Negative,It worked great for 2-3 days then my microphone stopped working and nobody was able to hear me while on call. Waste of money for those who have to attend meetings on daily basis. Not recommended at all.
Negative,Does not work and crashes my pc whenever i plug it in. Waste of money
Negative,giving static noise on microphone the same way a 200 rupees worth of sound card.
Negative,Doesn't work
Negative,"It doesn’t work fine, it works only when put up in a certain position/angle, stop working when touched etc"
Neutral,its audio recording level much down than a 400 USB card thats work better than this.
Negative,pathetic...only 0.2 ml in 100rs
Negative,Bad Experience
Negative,Waste of money.
Negative,very late delivery
Neutral,"works wells, but somehow average"
Neutral,delivery took long but received it after 5 days 99rs
Neutral,It did the job but it's not compatible with ps4 well I will have to buy the Arctic mx-4 is compatible
Negative,"not working. headphone side is not working. If i hold it tightly then i can hear the audio which is obviously irritating. next thing is packaging..i recieved the opened box. and the condition of box was very very bad.. it is obvious that they send me a used item. I lready have a sound card, with which my headsets are working fine so it is obvious that my head gear is absolutely fine.. fault is in this product"
Negative,It isnt working my microphone sound isnt going through and my mic is now picking up desktop sounds.
Negative,very bad experience it didnt worked well I dont recommend to buy this product
Negative,"not a good product at all cheap and worthless, stopped working after a week"
Negative,Poor Quality. Not working properly.
Negative,stopped working after 5 days
Negative,Very Poor quality audio
Negative,Not working properly
Negative,Damage Product
Negative,low quality
Neutral,Not used yet but parcel 📦 packing not good
Neutral,one cable connecting cable inside got broken yesterday. guess i need to buy two more. recieved it on 20 May. such short life span.
Neutral,"I received it on time but i expected good quality sound but it worst and i bought from local shop it have same worst quality so it was my bad i expected to be high quality it just a convertor not sound card. Sound quality not good other than that everything was good deliver on time, price is good. and seller is nice offer me coupon."
Neutral,The product was good packing also but the box of product was damaged 6/10
Neutral,It works but the audio gets destroyed once you up the volume.
Neutral,"wire is very short, it should be 1 meter."
Negative,After use of a few days the card started to hang the system then removed the card and the system became normal. I do not recommend purchasing this item.
Neutral,"Graphic card is not too much impressive it is just gud but at that price we can't purchase expensive , it did'nt give me better fps and lag issues that i was expected . so this card is just average . btw the seller is very good.and delievery was too earlier i was happy"
Neutral,packing are good but cd for drivers is missing
Neutral,graphic card is good and packaging was so nice. delivery was on time but graphic card isn't working. computer screen shows blur colours
Negative,Seller send me broken and scratched case shell so it was combo I returned it. Very irresponsible seller. So 0 star
Negative,very cheap quality product...
Negative,Very bad experience very bad cellular
Negative,Got the item broken.
Negative,i ordered two pieces. one was fresh. the other one was used and full of scratches.
Negative,don't purchase guy's very bad product dont fitting 🥴🤤
Negative,poor quality. screws are missing. poor standard
Neutral,no instructions manual on how to assemble
Negative,ull of scratches.
Neutral,Received in good condition. In time delivery. But price is high than product value. Product worth is not more than Rs.50.
Neutral,One side (Down) Casing piece was mising I got 3 pices But actually there are 4 BTW product was nice i think Its not more than 50 rupees
Neutral,received in good packing . price is high for the worth of this item
neutral,"Pages quality is good, the size of book, you can see in the attached images. But, the book really needs to be binded (they may include extra charges for this) at least they should not be separated from from the book. You can see the attached images, i just received, opened and the pages are not perfectly fixed."
positive,Awesome and valuable book. Price is just a formality. Highly recommended.
positive,"The book was in very good condition 👍. And the best quality. i am sharing this review late so, i have binded the book now. When i got the book it was in a very good condition. Always recommended this seller 🙃."
positive,Neatest and very High-Quality Book 📖😍. Thanks to the seller 🥺❤️. I've received the book in perfect condition😘👌. There are also other sellers selling this Book at a lesser price but only a few rupees extra can give you a remarkable experience 💫. Highly recommended 🌟.
positive,"LOVE the smell of a new Book! just as desired. Although it says ""Think and Grow Rich"" but Don't think before buying this book. Just Buy it. it will change your life."
positive,Asalam walikom thanks for sending me this great book 📚 book it's very good and new I advice to anyone buy here from books.
positive,I was waiting for this book the whole time. And finally received my parcel. Thank you soo much for sending me the parcel safe and sound. Its packed properly. If you want to be a successful Businessman to read this book. ❤️✨
positive,Think and Grow Rich Best BooK For Growing Book Quality And Paper Quality Excellent Highly Recommended Buy From Reading Lahore Seller
positive,book arrived in just few hours after placing the order book was brand new love the service from the seller 100% recommend
positive,Think and grow is very informative.there are lot of intresting quotes about success.l have just read 2 chapter and it opens my mind.
positive,Very impressed with the quality of book.. Arrived on time and in excellent condition..highly recommended
positive,GOOD QUALITY BOOK. EXCELLENT PAGE QUALITY. VERY FAST DELIVERY. A LITTLE BIT MORE PRICE BUT OVERALL EXCELLENT. 4/5 ⭐⭐⭐⭐
positive,Allhumdulliah got this masterpiece on 4th day good work done by the publishers and good paper quality in this price good job hoping to see some more books in your store
positive,"Packaged well, good quality 👍"
neutral,"Same as shown picture, a bit smaller size but its ok, page quality is also good RECOMMENDED"
positive,"good product, Excellent quality, satisfied with seller."
positive,Thank you so much for giving me the best one. Very good paper quality with delivery on time. Highly recommended 👌
positive,"Seems very good, the packaging was good and the delivery was fast (2days same city), Gonna start this book ride asap can't wait🌟❤️"
positive,Thank you so much daraz for you're stupendous service. Amazing book with high quality papers and reached on time. I am fully satisfied.
positive,Really Love This😍.... Recommend To all of you the Quality of pages Is Brillant..... thank u so much seller for this Amazing product And The delivery is Very Fast🤩
positive,Paper and printing quality is good. A great addition to my books library on self-help! A must-read book for all age groups.
positive,"Seller did excellent, it is 100% better than my expectation, very inexpensive price and fine quality. Will recommend to all."
positive,Very good quality and in time delivery. Hope to by more soon..
positive,Received as I order in Good packing. I ordered in rainy season paking with saving from water
positive,100% quality and Amazing.
positive,Everything is good
positive,thanks to daraz team. very good the original book as given on deal on time delivery
positive,Nice page Quality Great Edition Nice Packing satisfied and highly recommended
positive,"Book & Printing is Great, Also Packing is good and safe with bubble wrap 👍"
positive,"Received in good condition, satisfied 😊"
positive,Book is good 👍. Recommended. Price was hidden. Not a good gesture.
positive,The book was too good. The print was also very neat and there' was no missing prints like the one I ordered randomly from daraz earlier. this Book really has a great experience. they even sent this bookmarker card to remember where I last read the book from. Good work 👍
positive,I 100% Recommend You To Buy This Book Such An Amazing The Page Quality And Binding Is Amazing I Love This Book 📚 ♥️
positive,"I was reading this book in PDF but I decided to buy this book because I want to get the real thing. And the quality speaks for itself. Readings have an amazing Lineup of Books that are high quality and they have an amazing feeling to them. I'm still reading this book and very soon I will update with a complete book review. Till then, I will easily give the seller a 5 star ⭐. The delivery time was fast and the service was great."
positive,the quality of book is so good better than expected i really liked it the quality of pages is outstanding.
positive,"Thanks Daraz for the tremendous service. I am too satisfied with my order. The quality of the books are excellent, print quality is also perfect. Delivered on time."
positive,The print was great. It was value to Money in this price. I was first reluctant to purchase these copied books but the print of this book is same as original.
positive,Think and grow is very informative.there are lot of intresting quotes about success.l have just read 2 chapter and it opens my mind.
neutral,product is good but there are some spelling mistakes in this book
neutral,Everything is fine except the book binding.
neutral,Best book for financial motivation & education. Paper quality is good but I would recommend the seller to please pay a little attention to book binding bcz it's binding is not very long lasting.
neutral,"Good delivery time, pages of book is not that good quality but fulfills the purpose."
positive,an Well-Written and Extensive book related to Growing Vast amount of Wealth
positive,The product and quality of book is authentic .I am enjoying the book.
positive,Overall good buy just make a binding to keep pages on its place.
neutral,Book was best except binding.
neutral,Glue good have been better
neutral,"the material is ok, but width and length is too small, it is ok for new born baby' s stuff or may be suitable for shoe rack"
negative,"I am very disappointed , I received damage goods when I the quilty of the goods is very very low. when i open the box the pcs is damage.i suggest its money waisting product."
neutral,"Due to bad weather, received the box in wet condition but luckily the fabric cover is safe and intact. Found this wardrobe Same as described. the only issue faced in fixing because the plastic is not properly cropped from inside. But thankfully we assembled it completely."
positive,I received this wardrobe for my baby. In my room I have no space to keep dresses. These 5 shelves wardrobe is best for summer dresses of my child.
neutral,"very useful item in this price, really like this. one shelf is little bit damage but overall very good item. highly recommended"
negative,A.o.a .I'm v excited for my order I m so glade to see it but now I m unboxing then almari was safe but cover is damaged I m shocked .one thing tell me when u send order what u r not check this product plz carefully this notice customer r disappointed and return process so lengthy so plz care this over all good product
positive,"the cupboard is perfect, quality is good in this price range, height is also perfect, and it's quite spacious."
positive,mashallah great product❤️.best packing.nice plastic shelf meterial.great nice febric & stiching.highly recommended of this seller👍👍👍.use for many purposes.delivered within 3 days.
negative,Don't like this.. Low quality product.. The color is also changed from what we order.. Wastage of money 🙄
negative,"Seller sent me wrong product, they sell with the name of Mama Love but they sent other brand product (ideal toys) Its quality of plastic shelf and fabric is very poor. For this price you can get good quality product from local market. I dont recommend this item."
neutral,"The package arrived at time and was properly packed the plastic used Is of good quality but the cover is of very poor fabric and poorly stitched, it was ripped from 3 places when it arrived.."
